,country,continent,year,happiness
819,Albania,Europe,2010,52.7
820,Armenia,Europe,2010,43.7
831,Estonia,Europe,2010,
821,Austria,Europe,2010,73.0
823,Belarus,Europe,2010,55.3
825,Bosnia and Herzegovina,Europe,2010,46.7
826,Bulgaria,Europe,2010,39.1
827,Croatia,Europe,2010,56.0
828,Cyprus,Europe,2010,63.9
829,Czech Republic,Europe,2010,62.5
822,Azerbaijan,Europe,2010,42.2
824,Belgium,Europe,2010,68.5
833,France,Europe,2010,68.0
842,Lithuania,Europe,2010,50.7
840,Italy,Europe,2010,63.5
835,Germany,Europe,2010,67.2
836,Greece,Europe,2010,58.4
837,Hungary,Europe,2010,47.3
838,Iceland,Europe,2010,
839,Ireland,Europe,2010,72.6
841,Latvia,Europe,2010,
849,Poland,Europe,2010,58.9
843,Luxembourg,Europe,2010,71.0
844,Malta,Europe,2010,57.7
845,Moldova,Europe,2010,55.9
846,Montenegro,Europe,2010,54.6
847,Netherlands,Europe,2010,75.0
848,Norway,Europe,2010,
834,Georgia,Europe,2010,41.0
830,Denmark,Europe,2010,77.7
832,Finland,Europe,2010,73.9
869,Mexico,North America,2010,68.0
886,Uruguay,South America,2010,60.6
868,Jamaica,North America,2010,
853,Slovenia,Europe,2010,60.8
854,Spain,Europe,2010,61.9
855,Sweden,Europe,2010,75.0
856,Switzerland,Europe,2010,
858,United Kingdom,Europe,2010,70.3
859,Belize,North America,2010,
860,Canada,North America,2010,76.5
861,Costa Rica,North America,2010,72.7
862,Cuba,North America,2010,
863,Dominican Republic,North America,2010,47.4
864,El Salvador,North America,2010,67.4
865,Guatemala,North America,2010,62.9
866,Haiti,North America,2010,37.7
850,Portugal,Europe,2010,50.9
870,Nicaragua,North America,2010,56.9
851,Romania,Europe,2010,49.1
857,Ukraine,Europe,2010,50.6
814,Turkmenistan,Asia,2010,
871,Panama,North America,2010,73.2
872,Trinidad and Tobago,North America,2010,
873,United States,North America,2010,71.6
874,Australia,Australia and Oceania,2010,74.5
875,New Zealand,Australia and Oceania,2010,72.2
877,Bolivia,South America,2010,57.8
878,Brazil,South America,2010,68.4
876,Argentina,South America,2010,64.4
880,Colombia,South America,2010,64.1
852,Serbia,Europe,2010,44.6
881,Ecuador,South America,2010,58.4
882,Guyana,South America,2010,
883,Paraguay,South America,2010,58.4
884,Peru,South America,2010,56.1
885,Suriname,South America,2010,
879,Chile,South America,2010,66.4
892,Burundi,Africa,2011,37.1
888,Algeria,Africa,2011,53.2
889,Angola,Africa,2011,55.9
890,Benin,Africa,2011,38.7
891,Botswana,Africa,2011,35.2
893,Cameroon,Africa,2011,44.3
901,Gambia,Africa,2011,
895,Chad,Africa,2011,43.9
896,Comoros,Africa,2011,38.4
897,Djibouti,Africa,2011,43.7
898,Egypt,Africa,2011,41.7
899,Ethiopia,Africa,2011,
900,Gabon,Africa,2011,42.6
961,Turkey,Asia,2011,52.7
894,Central African Republic,Africa,2011,36.8
902,Ghana,Africa,2011,56.1
908,Madagascar,Africa,2011,43.8
922,South Africa,Africa,2011,49.3
903,Guinea,Africa,2011,40.4
909,Malawi,Africa,2011,39.5
910,Mali,Africa,2011,46.7
911,Mauritania,Africa,2011,47.8
912,Mauritius,Africa,2011,54.8
913,Morocco,Africa,2011,50.8
914,Mozambique,Africa,2011,49.7
915,Namibia,Africa,2011,
916,Niger,Africa,2011,45.6
917,Nigeria,Africa,2011,
918,Rwanda,Africa,2011,41.0
919,Senegal,Africa,2011,38.3
920,Sierra Leone,Africa,2011,45.0
921,Somalia,Africa,2011,49.3
905,Lesotho,Africa,2011,49.0
904,Kenya,Africa,2011,44.1
923,South Sudan,Africa,2011,
944,Kazakhstan,Asia,2011,57.4
925,Tanzania,Africa,2011,40.7
927,Tunisia,Africa,2011,48.8
928,Uganda,Africa,2011,48.3
929,Zambia,Africa,2011,50.0
930,Zimbabwe,Africa,2011,48.5
931,Afghanistan,Asia,2011,38.3
932,Bahrain,Asia,2011,48.2
933,Bangladesh,Asia,2011,49.9
926,Togo,Africa,2011,29.4
935,Cambodia,Asia,2011,41.6
936,China,Asia,2011,50.4
937,India,Asia,2011,46.3
938,Indonesia,Asia,2011,51.7
939,Iran,Asia,2011,47.7
940,Iraq,Asia,2011,47.3
907,Libya,Africa,2011,
942,Japan,Asia,2011,62.6
906,Liberia,Africa,2011,
941,Israel,Asia,2011,74.3
943,Jordan,Asia,2011,55.4
945,Kuwait,Asia,2011,63.8
946,Lebanon,Asia,2011,51.9
947,Malaysia,Asia,2011,57.9
948,Maldives,Asia,2011,
949,Mongolia,Asia,2011,50.3
950,Nepal,Asia,2011,38.1
951,Oman,Asia,2011,68.5
952,Pakistan,Asia,2011,52.7
953,Philippines,Asia,2011,49.9
954,Qatar,Asia,2011,65.9
955,Saudi Arabia,Asia,2011,67.0
956,Singapore,Asia,2011,65.6
957,Sri Lanka,Asia,2011,41.8
958,Syria,Asia,2011,40.4
924,Sudan,Africa,2011,43.1
959,Tajikistan,Asia,2011,42.6
934,Bhutan,Asia,2011,
960,Thailand,Asia,2011,66.6
1035,Venezuela,South America,2011,65.8
965,Vietnam,Asia,2011,57.7
966,Yemen,Asia,2011,37.5
967,Albania,Europe,2011,58.7
968,Armenia,Europe,2011,42.6
969,Austria,Europe,2011,74.7
970,Azerbaijan,Europe,2011,46.8
971,Belarus,Europe,2011,52.3
972,Belgium,Europe,2011,71.1
973,Bosnia and Herzegovina,Europe,2011,49.9
974,Bulgaria,Europe,2011,38.8
975,Croatia,Europe,2011,53.9
976,Cyprus,Europe,2011,66.9
977,Czech Republic,Europe,2011,63.3
978,Denmark,Europe,2011,77.9
980,Finland,Europe,2011,73.5
979,Estonia,Europe,2011,54.9
998,Portugal,Europe,2011,52.2
964,Uzbekistan,Asia,2011,57.4
989,Latvia,Europe,2011,49.7
962,Turkmenistan,Asia,2011,57.9
987,Ireland,Europe,2011,70.1
983,Germany,Europe,2011,66.2
984,Greece,Europe,2011,53.7
985,Hungary,Europe,2011,49.2
986,Iceland,Europe,2011,
988,Italy,Europe,2011,60.6
996,Norway,Europe,2011,
990,Lithuania,Europe,2011,54.3
991,Luxembourg,Europe,2011,71.0
992,Malta,Europe,2011,61.5
993,Moldova,Europe,2011,57.9
994,Montenegro,Europe,2011,52.2
995,Netherlands,Europe,2011,75.6
982,Georgia,Europe,2011,42.0
981,France,Europe,2011,69.6
1016,Jamaica,North America,2011,53.7
997,Poland,Europe,2011,56.5
1021,United States,North America,2011,71.2
1002,Spain,Europe,2011,65.2
1003,Sweden,Europe,2011,73.8
1004,Switzerland,Europe,2011,
1005,Ukraine,Europe,2011,50.8
1006,United Kingdom,Europe,2011,68.7
1007,Belize,North America,2011,
1008,Canada,North America,2011,74.3
1009,Costa Rica,North America,2011,72.3
1010,Cuba,North America,2011,
1011,Dominican Republic,North America,2011,54.0
1012,El Salvador,North America,2011,47.4
1013,Guatemala,North America,2011,57.4
1014,Haiti,North America,2011,48.4
1015,Honduras,North America,2011,49.6
1000,Serbia,Europe,2011,48.2
1001,Slovenia,Europe,2011,60.4
1017,Mexico,North America,2011,69.1
1018,Nicaragua,North America,2011,53.9
999,Romania,Europe,2011,50.2
1019,Panama,North America,2011,72.5
1023,New Zealand,Australia and Oceania,2011,71.9
1024,Argentina,South America,2011,67.8
1025,Bolivia,South America,2011,57.8
1026,Brazil,South America,2011,70.4
1027,Chile,South America,2011,65.3
1028,Colombia,South America,2011,64.6
1029,Ecuador,South America,2011,58.0
1022,Australia,Australia and Oceania,2011,74.1
1031,Paraguay,South America,2011,56.8
1032,Peru,South America,2011,58.9
1033,Suriname,South America,2011,
1034,Uruguay,South America,2011,65.5
963,United Arab Emirates,Asia,2011,71.2
1020,Trinidad and Tobago,North America,2011,65.2
1030,Guyana,South America,2011,
1037,Angola,Africa,2012,43.6
1038,Benin,Africa,2012,31.9
1039,Botswana,Africa,2012,48.4
1040,Burundi,Africa,2012,
1041,Cameroon,Africa,2012,42.4
1070,South Africa,Africa,2012,51.3
1042,Central African Republic,Africa,2012,
1046,Egypt,Africa,2012,42.0
1044,Comoros,Africa,2012,39.6
1045,Djibouti,Africa,2012,
1047,Ethiopia,Africa,2012,45.6
1048,Gabon,Africa,2012,39.7
1049,Gambia,Africa,2012,
1050,Ghana,Africa,2012,50.6
1036,Algeria,Africa,2012,56.0
1043,Chad,Africa,2012,40.3
1051,Guinea,Africa,2012,36.5
1065,Nigeria,Africa,2012,54.9
1053,Lesotho,Africa,2012,
1071,South Sudan,Africa,2012,
1056,Madagascar,Africa,2012,35.5
1057,Malawi,Africa,2012,42.8
1058,Mali,Africa,2012,43.1
1059,Mauritania,Africa,2012,46.7
1060,Mauritius,Africa,2012,
1061,Morocco,Africa,2012,49.7
1055,Libya,Africa,2012,57.5
1062,Mozambique,Africa,2012,
1064,Niger,Africa,2012,38.0
1066,Rwanda,Africa,2012,33.3
1067,Senegal,Africa,2012,36.7
1068,Sierra Leone,Africa,2012,
1069,Somalia,Africa,2012,50.6
1063,Namibia,Africa,2012,
1052,Kenya,Africa,2012,45.5
1054,Liberia,Africa,2012,
1108,Thailand,Asia,2012,63.0
1093,Kuwait,Asia,2012,62.2
1075,Tunisia,Africa,2012,44.6
1076,Uganda,Africa,2012,43.1
